antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'trigonometry'}),frozenset({'difficulty:hard'}),0.00945081113260902,0.7992260753088257,0.00900431611847001,0.952755905511811,1.1920981246059326,1.0,0.0014509814284699458,4.24971473929652,0.16268034081052704,0.011260003722315278,0.7646900883127191,0.4820110998694995,trigonometry,difficulty:hard
frozenset({'statistics'}),frozenset({'difficulty:hard'}),0.029096591754725405,0.7992260753088257,0.027682690876618544,0.9514066496163683,1.1904099215591022,1.0,0.004427936043626221,4.131716029171012,0.16474680868423594,0.03457570406171577,0.7579698137675158,0.4930217605623741,statistics,difficulty:hard
"frozenset({'khan academy', 'probability'})",frozenset({'difficulty:hard'}),0.015106414645036464,0.7992260753088257,0.014213424616758447,0.9408866995073892,1.177247250277495,1.0,0.0021399841280181856,3.396425559359036,0.15287008704905483,0.017764136904761904,0.7055728198592648,0.47933534230490504,"khan academy, probability",difficulty:hard
"frozenset({'math', 'khan academy'})",frozenset({'difficulty:hard'}),0.036687006995088554,0.7992260753088257,0.03408245274594434,0.9290060851926979,1.1623821017522789,1.0,0.0047612401304322795,2.8280441392214026,0.14501797156596358,0.04250580046403713,0.6463987297329408,0.48582520274532476,"khan academy, math",difficulty:hard
frozenset({'math'}),frozenset({'difficulty:hard'}),0.036687006995088554,0.7992260753088257,0.03408245274594434,0.9290060851926979,1.1623821017522789,1.0,0.0047612401304322795,2.8280441392214026,0.14501797156596358,0.04250580046403713,0.6463987297329408,0.48582520274532476,math,difficulty:hard
frozenset({'computer vision'}),frozenset({'difficulty:hard'}),0.006102098526566453,0.7992260753088257,0.005655603512427445,0.926829268292683,1.1596584457464687,1.0,0.0007786472558919703,2.743910304112717,0.13852240664554477,0.007072399032198027,0.6355566001916507,0.46695280919289645,computer vision,difficulty:hard
frozenset({'probability'}),frozenset({'difficulty:hard'}),0.019794612293496057,0.7992260753088257,0.018231879744009524,0.9210526315789472,1.1524306576497108,1.0,0.002411509448418836,2.5431363794215365,0.13493991583879208,0.022767400799182227,0.6067847528383591,0.471932274821131,probability,difficulty:hard
frozenset({'linear algebra'}),frozenset({'difficulty:hard'}),0.005953266855186784,0.7992260753088257,0.00543235600535794,0.9125,1.1417295158286778,1.0,0.0006743499014208914,2.2945591393277054,0.12487924736497748,0.006792593281846096,0.5641864343958487,0.45964851024208564,linear algebra,difficulty:hard
frozenset({'relationship building'}),frozenset({'difficulty:hard'}),0.0061765143622562885,0.7992260753088257,0.00558118767673761,0.9036144578313253,1.1306118328060848,1.0,0.0006447563439029216,2.0830294686709334,0.11624110819917627,0.0069780424264979535,0.5199299793689213,0.4552988490273945,relationship building,difficulty:hard
frozenset({'chemistry'}),frozenset({'difficulty:hard'}),0.02827801756213722,0.7992260753088257,0.025524631641613334,0.9026315789473685,1.1293820444967166,1.0,0.0029241026479123536,2.06200246980125,0.11789383718391186,0.03182703906467477,0.5150345285006439,0.4672841321180045,chemistry,difficulty:hard
frozenset({'network protocols'}),frozenset({'difficulty:hard'}),0.006027682690876618,0.7992260753088257,0.00543235600535794,0.9012345679012346,1.127634089707336,1.0,0.0006148748251216781,2.0328359874981397,0.11387390122259008,0.006791961295124675,0.5080763986125982,0.45401579419270294,network protocols,difficulty:hard
frozenset({'finance'}),frozenset({'difficulty:hard'}),0.0203155231433249,0.7992260753088257,0.01830629557969936,0.9010989010989012,1.1274643419894819,1.0,0.0020695997500141845,2.0300474607663204,0.11539836780821297,0.02284758985789914,0.507400679379924,0.46200196451593106,finance,difficulty:hard
frozenset({'performance tuning'}),frozenset({'difficulty:hard'}),0.009674058639678523,0.7992260753088257,0.008706652775710672,0.9000000000000001,1.1260893854748606,1.0,0.0009748928568129684,2.0077392469117457,0.11306482316401174,0.010880684460150657,0.5019273535952564,0.45544692737430176,performance tuning,difficulty:hard
frozenset({'physics'}),frozenset({'difficulty:hard'}),0.031998809346628965,0.7992260753088257,0.028724512576276232,0.8976744186046511,1.1231795937811269,1.0,0.0031502297676145943,1.96210880948193,0.11329576378665335,0.03579376854599407,0.49034426879514525,0.4668074141440388,physics,difficulty:hard
frozenset({'prototyping'}),frozenset({'difficulty:hard'}),0.005730019348117279,0.7992260753088257,0.005134692662598601,0.8961038961038961,1.1212145396502937,1.0,0.000555111787559192,1.9324490251525517,0.10873307452253968,0.006419799032378117,0.48252192581325254,0.45126423855474135,prototyping,difficulty:hard
frozenset({'physics'}),frozenset({'khan academy'}),0.031998809346628965,0.6003869623455872,0.021282929007292752,0.6651162790697674,1.107812662139258,1.0,0.0020712610649946048,1.1932889318847049,0.10053737775139977,0.03482708231855821,0.161979992204755,0.3502824826186715,physics,khan academy
"frozenset({'difficulty:hard', 'economics'})",frozenset({'khan academy'}),0.02760827504092871,0.6003869623455872,0.01830629557969936,0.6630727762803235,1.1044090192928837,1.0,0.0017306471922746806,1.1860514957582973,0.09722250738999309,0.03002563163676309,0.15686628820390802,0.34678180212132187,"difficulty:hard, economics",khan academy
"frozenset({'khan academy', 'grammar'})",frozenset({'difficulty:hard'}),0.006102098526566453,0.7992260753088257,0.005357940169668105,0.8780487804878049,1.0986237907071807,1.0,0.00048098391313263107,1.646346182467629,0.09032145352900077,0.006697674418604651,0.3925943336527509,0.442376345551165,"grammar, khan academy",difficulty:hard
frozenset({'economics'}),"frozenset({'khan academy', 'difficulty:hard'})",0.03311504688197649,0.5046881976484596,0.01830629557969936,0.5528089887640449,1.0953475657639686,1.0,0.0015935222537904054,1.1076067942031933,0.09002909008540552,0.035238504512247526,0.0971525226879861,0.2945407373781888,economics,"difficulty:hard, khan academy"
"frozenset({'applied mathematics', 'mathematical modeling'})",frozenset({'difficulty:hard'}),0.008036910254502158,0.7992260753088257,0.006995088554844471,0.8703703703703703,1.089016483895441,1.0,0.0005717803145294546,1.5488274190462012,0.08240251552249753,0.008740933606100055,0.3543502731790351,0.43956134905855576,"applied mathematics, mathematical modeling",difficulty:hard
"frozenset({'personal development', 'self-awareness'})",frozenset({'difficulty:hard'}),0.006250930197946123,0.7992260753088257,0.00543235600535794,0.869047619047619,1.0873614436463597,1.0,0.0004364495962240391,1.5331826976416933,0.08084797331259833,0.006790066040368338,0.3477620106604535,0.43792231976589513,"personal development, self-awareness",difficulty:hard
frozenset({'simulation and simulation software'}),frozenset({'difficulty:hard'}),0.007143920226224141,0.7992260753088257,0.0061765143622562885,0.8645833333333334,1.0817756828057108,1.0,0.00046690703753183,1.4826382131040565,0.07613785978872768,0.007718776155491491,0.32552662466024235,0.43615572625698323,simulation and simulation software,difficulty:hard
frozenset({'image analysis'}),frozenset({'difficulty:hard'}),0.008111326090191993,0.7992260753088257,0.006995088554844471,0.8623853211009174,1.0790255069789692,1.0,0.0005123052382302422,1.458957186089199,0.07383676290539104,0.008740120874012087,0.31457892696594797,0.43556882442382927,image analysis,difficulty:hard
frozenset({'personal development'}),frozenset({'difficulty:hard'}),0.008929900282780175,0.7992260753088257,0.007664831076052984,0.8583333333333333,1.0739556176288019,1.0,0.0005278219201474109,1.4172277037024061,0.06948330385768871,0.00957516036069536,0.2943970842599454,0.43396182495344504,personal development,difficulty:hard
frozenset({'supervised learning'}),frozenset({'difficulty:hard'}),0.0066974252120851315,0.7992260753088257,0.005730019348117279,0.8555555555555555,1.0704800331057314,1.0,0.0003772624811880995,1.3899733247850523,0.06628358156677001,0.007160792337022225,0.28056173297092474,0.4313625077591558,supervised learning,difficulty:hard
frozenset({'applied machine learning'}),frozenset({'difficulty:hard'}),0.010269385325197201,0.7992260753088257,0.008781068611400506,0.855072463768116,1.0698755836234584,1.0,0.0005735080821090976,1.3853400803691027,0.06598955014655285,0.010966542750929368,0.2781555849206606,0.43302971419318276,applied machine learning,difficulty:hard
frozenset({'interviewing skills'}),frozenset({'difficulty:hard'}),0.006102098526566453,0.7992260753088257,0.005209108498288436,0.853658536585366,1.068106463187537,1.0,0.0003321522417529619,1.3719551520563584,0.06415522183716268,0.006510416666666668,0.27111320038330156,0.43008811373029937,interviewing skills,difficulty:hard
frozenset({'scientific methods'}),frozenset({'difficulty:hard'}),0.009078731954159844,0.7992260753088257,0.007739246911742819,0.8524590163934427,1.0666056110144397,1.0,0.00048328760323882065,1.3608010451290706,0.06301846246274012,0.009667224391150772,0.26513871841923004,0.4310712214183228,scientific methods,difficulty:hard
frozenset({'applied mathematics'}),frozenset({'difficulty:hard'}),0.011832117874683733,0.7992260753088257,0.010046137818127698,0.8490566037735849,1.0623484768630758,1.0,0.0005896006865528138,1.3301272510790298,0.059392022491653484,0.01254180602006689,0.24819223184189562,0.4308132180879098,applied mathematics,difficulty:hard
frozenset({'control systems'}),frozenset({'difficulty:hard'}),0.0061765143622562885,0.7992260753088257,0.005209108498288436,0.8433734939759037,1.0552377106190125,1.0,0.00027267716545374774,1.2818642884128824,0.05267155158581585,0.006509811215474752,0.2198862164744972,0.42494559242556823,control systems,difficulty:hard
frozenset({'system configuration'}),frozenset({'difficulty:hard'}),0.006548593540705462,0.7992260753088257,0.0055067718410477745,0.8409090909090908,1.0521542238022683,1.0,0.00027296512671702144,1.2620075266302377,0.04989573843506425,0.006881160498419192,0.2076116989015428,0.42389961063145415,system configuration,difficulty:hard
frozenset({'khan academy'}),frozenset({'difficulty:hard'}),0.6003869623455872,0.7992260753088257,0.5046881976484596,0.8406048587010412,1.0517735652909304,1.0,0.024843282066408234,1.2595987748121262,0.12318169412185935,0.5639447862963579,0.20609640149169434,0.7360379973207254,khan academy,difficulty:hard
frozenset({'difficulty:hard'}),frozenset({'khan academy'}),0.7992260753088257,0.6003869623455872,0.5046881976484596,0.6314711359404097,1.0517735652909301,1.0,0.024843282066408234,1.0843466458838793,0.24517631483854138,0.5639447862963579,0.07778568431419461,0.7360379973207254,difficulty:hard,khan academy
frozenset({'economics'}),frozenset({'difficulty:hard'}),0.03311504688197649,0.7992260753088257,0.02760827504092871,0.8337078651685392,1.043143975059109,1.0,0.0011418660877788762,1.2073567092915203,0.04277609154255356,0.034307379323099685,0.17174436328199782,0.4341258134036365,economics,difficulty:hard
"frozenset({'machine learning', 'applied machine learning'})",frozenset({'difficulty:hard'}),0.007590415240363149,0.7992260753088257,0.006325346033635958,0.8333333333333334,1.042675356921167,1.0,0.0002588882511162212,1.2046435481470459,0.041241751649670116,0.007901831365622385,0.16987892265875973,0.42062383612662946,"applied machine learning, machine learning",difficulty:hard
frozenset({'artificial intelligence and machine learning (ai/ml)'}),frozenset({'difficulty:hard'}),0.00930197946122935,0.7992260753088257,0.007739246911742819,0.832,1.0410070763500932,1.0,0.0003048623743411808,1.1950828850665134,0.039761597975374006,0.009664529318836539,0.16323795404002944,0.42084171322160147,artificial intelligence and machine learning (ai/ml),difficulty:hard
frozenset({'statistical methods'}),frozenset({'difficulty:hard'}),0.007962494418812324,0.7992260753088257,0.006623009376395297,0.8317757009345794,1.0407264310203796,1.0,0.00025917621237949405,1.193489441219758,0.039446790828844405,0.00827291318088864,0.16212078174902825,0.4200312396665448,statistical methods,difficulty:hard
frozenset({'microsoft azure'}),frozenset({'difficulty:hard'}),0.0061765143622562885,0.7992260753088257,0.005134692662598601,0.8313253012048192,1.0401628861815977,1.0,0.00019826132976391228,1.1903025535262468,0.03885208275682433,0.006416217221498976,0.15987746389561158,0.4188749411052029,microsoft azure,difficulty:hard
frozenset({'regression analysis'}),frozenset({'difficulty:hard'}),0.009599642803988688,0.7992260753088257,0.007962494418812324,0.8294573643410854,1.037825704098278,1.0,0.0002902095762138332,1.1772652856891592,0.03680033818728533,0.009942389890354954,0.15057378132524304,0.41971006019661344,regression analysis,difficulty:hard
frozenset({'machine learning'}),frozenset({'difficulty:hard'}),0.018231879744009524,0.7992260753088257,0.015106414645036464,0.8285714285714286,1.0367172120244748,1.0,0.0005350209517292533,1.1711812273651836,0.03607451182314554,0.018827675755889447,0.14616117759186725,0.42373636605480186,machine learning,difficulty:hard
frozenset({'biology'}),frozenset({'difficulty:hard'}),0.024259562434886143,0.7992260753088257,0.020092275636255395,0.8282208588957055,1.0362785755903623,1.0,0.0007034007627119247,1.1687910615950503,0.03587892346281619,0.025009262689885143,0.14441508593050062,0.4266802618500874,biology,difficulty:hard
frozenset({'scalability'}),frozenset({'difficulty:hard'}),0.009376395296919185,0.7992260753088257,0.007739246911742819,0.8253968253968255,1.0327451154266798,1.0,0.00024538729804196753,1.1498870232312712,0.03200698039940828,0.009663631295298273,0.13034934754727223,0.4175401259200142,scalability,difficulty:hard
frozenset({'emerging technologies'}),frozenset({'difficulty:hard'}),0.012501860395892246,0.7992260753088257,0.010269385325197201,0.8214285714285714,1.027779994679436,1.0,0.00027757250692939973,1.1243339782705757,0.02737131810884305,0.012813370473537603,0.11058455999152794,0.41713886671987227,emerging technologies,difficulty:hard
frozenset({'predictive modeling'}),frozenset({'difficulty:hard'}),0.009525226968298854,0.7992260753088257,0.007813662747432653,0.8203125,1.0263835544692737,1.0,0.00020085298113337556,1.1173505374117525,0.02595255983685729,0.00975564433708074,0.10502571349147515,0.41504451815642457,predictive modeling,difficulty:hard
frozenset({'data collection'}),frozenset({'difficulty:hard'}),0.010343801160887036,0.7992260753088257,0.008483405268641166,0.8201438848920863,1.0261725814878824,1.0,0.00021636966305054427,1.116303021282929,0.025771625092507848,0.010589874593590337,0.10418588776125136,0.41537920501587555,data collection,difficulty:hard
frozenset({'mathematical modeling'}),frozenset({'difficulty:hard'}),0.017562137222801012,0.7992260753088257,0.014287840452448282,0.8135593220338984,1.0179339077738851,1.0,0.0002517224458339889,1.0768783233435715,0.017932888956218817,0.017804154302670624,0.07138998127929061,0.4157182085029827,mathematical modeling,difficulty:hard
frozenset({'automation'}),frozenset({'difficulty:hard'}),0.013469266259860098,0.7992260753088257,0.010939127846405714,0.8121546961325967,1.0161764251983085,1.0,0.00017413903624814361,1.0688258932088985,0.016136257625928914,0.013643957675886392,0.06439392388059105,0.41292092348529275,automation,difficulty:hard
frozenset({'electrical engineering'}),frozenset({'difficulty:hard'}),0.006325346033635958,0.7992260753088257,0.005134692662598601,0.8117647058823529,1.0156884653302662,1.0,7.931117716548659e-05,1.0666114749218634,0.015544463221096634,0.006415024172554852,0.062451489120481395,0.4090946434439698,electrical engineering,difficulty:hard
frozenset({'natural language processing'}),frozenset({'difficulty:hard'}),0.009078731954159844,0.7992260753088257,0.0073671677332936445,0.8114754098360656,1.0153264951002838,1.0,0.00011120842478964596,1.0649747309705766,0.015233439835422413,0.00919817894639041,0.06101058464679366,0.4103466434655188,natural language processing,difficulty:hard
frozenset({'peer review'}),frozenset({'difficulty:hard'}),0.006623009376395297,0.7992260753088257,0.005357940169668105,0.8089887640449438,1.0122151779549307,1.0,6.465837903813897e-05,1.051110546912618,0.012148225834644298,0.006693315980291903,0.048625282148241175,0.40784633732973447,peer review,difficulty:hard
frozenset({'data processing'}),frozenset({'difficulty:hard'}),0.012055365381753237,0.7992260753088257,0.009748474475368358,0.8086419753086419,1.0117812722716508,1.0,0.00011351211489583381,1.0492056709667814,0.01178617674320173,0.012162287624176026,0.04689802231190875,0.4104196841161459,data processing,difficulty:hard
frozenset({'application deployment'}),frozenset({'difficulty:hard'}),0.008334573597261497,0.7992260753088257,0.0066974252120851315,0.8035714285714286,1.0054369513168395,1.0,3.621666657326397e-05,1.0221217984277964,0.0054529991495322625,0.008362757851700427,0.021643015990681063,0.4059756584197925,application deployment,difficulty:hard
frozenset({'data ethics'}),frozenset({'difficulty:hard'}),0.015478493823485638,0.7992260753088257,0.012427444560202412,0.8028846153846154,1.0045776034952012,1.0,5.662868996608554e-05,1.0185603984332745,0.004628384953449153,0.015490214265838048,0.018222187375263873,0.40921698180776395,data ethics,difficulty:hard
frozenset({'healthcare ethics'}),frozenset({'difficulty:hard'}),0.006399761869325792,0.7992260753088257,0.005134692662598601,0.8023255813953488,1.0038781343380538,1.0,1.9836100866274173e-05,1.015679854320058,0.003888035011853031,0.0064144278144464065,0.015437791990621707,0.4043750812004677,healthcare ethics,difficulty:hard
frozenset({'engineering analysis'}),frozenset({'difficulty:hard'}),0.009748474475368358,0.7992260753088257,0.007813662747432653,0.8015267175572519,1.0028785875730308,1.0,2.2427752235736585e-05,1.011591697482455,0.0028985818419950573,0.009752925877763328,0.011458869731041925,0.4056516269350505,engineering analysis,difficulty:hard
